NIL;Classe_eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Tipologia_familiare;Cittadinanza;famiglie_2007;famiglie_2008;famiglie_2009;famiglie_2010;famiglie_2011;famiglie_2012;famiglie_2013;famiglie_2014;famiglie_2015
Triulzo Superiore;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;0;1;0;0;0;1;1;2;1
Triulzo Superiore;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;1;0;0;0
Triulzo Superiore;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Altri paesi;2;2;1;3;3;5;4;4;5
Triulzo Superiore;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Ecuador;0;0;1;0;0;2;1;1;1
Triulzo Superiore;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Filippine;0;0;1;0;0;1;0;1;1
Triulzo Superiore;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;1;1;1;1;3;3;5;4;4
Triulzo Superiore;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Perù;1;1;1;1;1;1;2;0;0
Triulzo Superiore;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Sri Lanka;0;0;0;0;0;0;0;0;1
Triulzo Superiore;35-64;Femmine;3;Altre tipologie;Italia;1;1;0;0;0;0;0;0;0
Triulzo Superiore;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;0;1
Triulzo Superiore;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Filippine;0;0;0;0;0;0;1;1;1
Triulzo Superiore;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Italia;1;1;0;0;0;0;1;2;2
Triulzo Superiore;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Perù;0;0;1;1;2;1;1;1;1
Triulzo Superiore;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;1;2;1;1
Triulzo Superiore;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Italia;1;0;0;0;0;0;0;0;0
Triulzo Superiore;35-64;Femmine;3;Coppia convivente senza figli;Italia;1;1;0;0;0;0;0;0;0
Triulzo Superiore;35-64;Femmine;3;Coppia convivente senza figli;Perù;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Femmine;3;Coppia convivente senza figli;Sri Lanka;0;0;0;0;0;0;1;0;0
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;1;0;0
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Ecuador;1;0;0;1;1;0;0;0;0
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Filippine;0;1;1;1;1;1;1;0;1
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Italia;1;1;1;1;1;1;0;0;1
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Perù;0;0;0;0;0;1;0;0;1
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;1;0;1;1
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Filippine;0;0;0;0;1;1;1;1;1
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Italia;0;0;0;0;0;0;1;0;0
Triulzo Superiore;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Perù;0;0;0;0;0;0;1;1;1
Triulzo Superiore;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;0;2
Triulzo Superiore;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Ecuador;0;0;1;0;1;0;0;1;1
Triulzo Superiore;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Filippine;0;1;1;1;1;1;1;1;1
Triulzo Superiore;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Italia;1;1;1;0;0;2;1;1;1
Triulzo Superiore;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Perù;2;0;1;1;1;1;0;1;1
Triulzo Superiore;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Sri Lanka;1;1;1;1;2;2;2;0;0
Triulzo Superiore;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;0;1;1;1;1;1
Triulzo Superiore;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Filippine;1;1;1;1;2;1;0;0;0
Triulzo Superiore;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;0;1;1;1;0;0;1;1;0
Triulzo Superiore;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Perù;0;0;0;0;0;0;0;1;2
Triulzo Superiore;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;1;1;1;1
Triulzo Superiore;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Filippine;0;0;0;0;0;0;0;2;4
Triulzo Superiore;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Italia;0;0;0;0;0;0;1;1;2
Triulzo Superiore;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Perù;0;0;1;1;1;1;1;1;1
Triulzo Superiore;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;1;1;1;0;1;1;0;0;1
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Ecuador;1;1;1;1;1;1;1;0;0
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Egitto;0;1;1;1;1;1;1;1;1
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Filippine;1;1;2;1;2;1;1;2;3
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Italia;0;0;1;1;2;2;3;3;2
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Perù;2;2;2;3;3;2;2;1;1
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;1;2;2;4;2;1;2;2
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;1;1;0;0;0;0;0
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Egitto;0;0;0;0;0;1;0;0;0
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Filippine;0;0;0;0;0;0;1;1;1
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Italia;1;1;1;1;2;1;1;1;0
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Perù;0;0;0;0;1;1;1;0;0
Triulzo Superiore;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Sri Lanka;0;0;0;0;0;0;1;1;1
Triulzo Superiore;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;0;1;1;0;0;0
Triulzo Superiore;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;1;1;1;2;1;1;1;0;0
Triulzo Superiore;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Perù;1;0;1;1;0;0;0;0;0
Triulzo Superiore;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Filippine;0;0;1;0;0;0;0;0;0
Triulzo Superiore;35-64;Maschi;1;Single;Altri paesi;42;29;31;37;38;43;37;36;43
Triulzo Superiore;35-64;Maschi;1;Single;Ecuador;7;9;7;7;5;4;4;4;5
Triulzo Superiore;35-64;Maschi;1;Single;Egitto;48;61;66;61;69;74;63;60;62
Triulzo Superiore;35-64;Maschi;1;Single;Filippine;2;2;2;4;5;5;10;7;5
Triulzo Superiore;35-64;Maschi;1;Single;Italia;41;42;43;43;44;35;38;37;41
Triulzo Superiore;35-64;Maschi;1;Single;Perù;3;3;5;8;8;4;6;9;12
Triulzo Superiore;35-64;Maschi;1;Single;Sri Lanka;13;16;16;21;22;24;22;22;22
Triulzo Superiore;35-64;Maschi;2;Altre tipologie;Altri paesi;1;1;3;4;4;4;4;0;0
Triulzo Superiore;35-64;Maschi;2;Altre tipologie;Ecuador;0;0;0;0;0;0;1;1;0
Triulzo Superiore;35-64;Maschi;2;Altre tipologie;Egitto;1;1;0;3;4;4;2;3;3
Triulzo Superiore;35-64;Maschi;2;Altre tipologie;Filippine;0;0;0;0;1;1;0;0;0
Triulzo Superiore;35-64;Maschi;2;Altre tipologie;Italia;5;6;7;7;5;5;5;5;7
Triulzo Superiore;35-64;Maschi;2;Altre tipologie;Perù;0;0;0;0;0;1;0;1;0
Triulzo Superiore;35-64;Maschi;2;Coppia convivente senza figli;Altri paesi;0;0;0;0;1;2;5;4;6
Triulzo Superiore;35-64;Maschi;2;Coppia convivente senza figli;Egitto;0;0;1;1;1;1;1;0;1
Triulzo Superiore;35-64;Maschi;2;Coppia convivente senza figli;Italia;2;2;1;3;1;1;1;3;3
Triulzo Superiore;35-64;Maschi;2;Coppia convivente senza figli;Perù;0;1;0;1;3;4;5;4;3
Triulzo Superiore;35-64;Maschi;2;Coppia convivente senza figli;Sri Lanka;1;1;1;2;4;3;1;1;1
Triulzo Superiore;35-64;Maschi;2;Coppia sposata senza figli;Altri paesi;1;1;1;1;2;0;4;1;0
Triulzo Superiore;35-64;Maschi;2;Coppia sposata senza figli;Egitto;0;0;0;0;0;0;1;0;0
Triulzo Superiore;35-64;Maschi;2;Coppia sposata senza figli;Filippine;1;1;1;2;1;3;2;4;3
Triulzo Superiore;35-64;Maschi;2;Coppia sposata senza figli;Italia;19;13;13;11;9;9;7;8;10
Triulzo Superiore;35-64;Maschi;2;Coppia sposata senza figli;Perù;3;1;1;1;1;2;1;1;1
Triulzo Superiore;35-64;Maschi;2;Coppia sposata senza figli;Sri Lanka;3;3;3;6;5;7;7;8;8
Triulzo Superiore;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;1;1;1
Triulzo Superiore;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Ecuador;0;0;0;1;0;0;0;0;0
Triulzo Superiore;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;1;3;0;0;0
Triulzo Superiore;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Perù;1;0;0;0;1;1;1;0;0
Triulzo Superiore;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Altri paesi;4;0;0;0;0;1;0;0;0
Triulzo Superiore;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Egitto;0;0;0;0;1;1;0;0;0
Triulzo Superiore;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;0;0;1;0;0;0;1;2;0
Triulzo Superiore;35-64;Maschi;3;Altre tipologie;Altri paesi;1;1;0;0;0;0;0;0;0
Triulzo Superiore;35-64;Maschi;3;Altre tipologie;Filippine;0;0;0;0;0;1;1;3;2
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;2;1
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Cina;0;0;0;0;0;0;0;0;1
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Ecuador;0;0;0;0;1;0;0;1;1
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;1;0;0;0;0;0
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Filippine;0;0;0;1;0;0;0;0;0
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Italia;1;2;0;0;0;1;1;3;3
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Perù;0;0;4;1;1;1;1;1;1
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Ecuador;0;0;0;0;0;1;1;1;1
Triulzo Superiore;35-64;Maschi;3;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;0;1;2
Triulzo Superiore;35-64;Maschi;3;Coppia convivente senza figli;Filippine;0;0;0;0;0;0;1;1;1
Triulzo Superiore;35-64;Maschi;3;Coppia convivente senza figli;Perù;1;1;1;1;1;0;0;0;0
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;4;4;2;4;4;5;5;6;6
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Ecuador;3;1;2;3;2;1;0;0;0
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Egitto;1;3;2;3;2;0;0;1;2
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Filippine;1;1;1;3;3;2;1;3;1
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;9;10;10;7;7;7;7;5;5
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Perù;0;1;1;1;2;0;0;0;0
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;4;5;5;5;5;5;4;5
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;0;1
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Filippine;0;0;0;1;1;1;0;0;1
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;10;10;8;9;8;6;7;8;5
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Perù;0;0;1;1;1;1;2;2;2
Triulzo Superiore;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Sri Lanka;0;0;1;1;1;1;0;0;0
Triulzo Superiore;35-64;Maschi;3;Coppia sposata senza figli;Altri paesi;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Maschi;3;Coppia sposata senza figli;Filippine;0;0;0;0;0;0;0;0;1
Triulzo Superiore;35-64;Maschi;3;Coppia sposata senza figli;Italia;0;0;0;1;1;0;0;0;0
Triulzo Superiore;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;1;1;1;2
Triulzo Superiore;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Italia;1;2;0;0;0;0;0;1;3
Triulzo Superiore;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;0;1;1;1
Triulzo Superiore;35-64;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;0;1;3;1;1;1;1;1;1
Triulzo Superiore;35-64;Maschi;4;Altre tipologie;Italia;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;1;1;1;1;1;1;1;0;0
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Egitto;1;1;1;1;1;2;2;0;3
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Filippine;1;0;0;0;1;1;1;1;1
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Italia;1;0;0;0;0;0;1;0;0
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Perù;0;0;0;0;0;0;0;1;2
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;0;0;0;1
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con figli tutti maggiorenni;Filippine;0;1;1;1;1;1;1;1;1
Triulzo Superiore;35-64;Maschi;4;Coppia convivente con figli tutti maggiorenni;Italia;0;0;0;1;1;1;1;0;0
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;7;9;6;7;7;10;8;8;6
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Cina;0;0;0;0;0;1;1;1;1
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Ecuador;3;4;5;3;3;5;5;4;6
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Egitto;5;6;10;9;10;10;11;12;16
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Filippine;1;1;2;2;2;3;5;3;2
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;16;12;8;8;8;8;11;11;15
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Perù;1;1;1;3;3;3;3;3;2
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;6;6;6;5;5;6;5;4;6
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;1;1;2;2;3;3;3
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Egitto;0;0;0;1;1;1;1;1;0
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Filippine;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;5;8;7;6;5;6;4;5;5
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Perù;0;1;0;0;0;0;0;0;0
Triulzo Superiore;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Sri Lanka;1;1;1;1;1;2;4;3;3
Triulzo Superiore;65-79;Femmine;1;Single;Altri paesi;1;1;1;1;1;1;1;0;0
Triulzo Superiore;65-79;Femmine;1;Single;Ecuador;0;0;0;0;0;1;0;0;0
Triulzo Superiore;65-79;Femmine;1;Single;Italia;18;13;14;12;13;15;19;20;18
Triulzo Superiore;65-79;Femmine;1;Single;Sri Lanka;1;1;0;0;0;1;1;1;1
Triulzo Superiore;65-79;Femmine;2;Altre tipologie;Italia;2;3;4;4;5;1;1;1;2
Triulzo Superiore;65-79;Femmine;2;Coppia sposata senza figli;Italia;0;0;1;1;1;2;2;1;1
Triulzo Superiore;65-79;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;1;1;1;1;1;0;0;0;0
Triulzo Superiore;65-79;Femmine;3;Altre tipologie;Italia;2;1;1;1;0;0;0;0;0
Triulzo Superiore;65-79;Maschi;1;Single;Altri paesi;3;2;1;2;2;1;2;1;1
Triulzo Superiore;65-79;Maschi;1;Single;Italia;12;14;12;13;13;15;17;15;16
Triulzo Superiore;65-79;Maschi;1;Single;Perù;0;0;0;0;0;0;1;1;1
Triulzo Superiore;65-79;Maschi;2;Altre tipologie;Italia;1;1;1;1;1;1;1;1;1
Triulzo Superiore;65-79;Maschi;2;Coppia convivente senza figli;Italia;1;0;0;0;0;0;0;0;0
Triulzo Superiore;65-79;Maschi;2;Coppia sposata senza figli;Italia;20;20;18;17;15;11;10;10;11
Triulzo Superiore;65-79;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;2;1;1;1;1;1;1;2;0
Triulzo Superiore;65-79;Maschi;3;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;0;1;1
Triulzo Superiore;65-79;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;0;0;0;1;1;0;0;0;0
Triulzo Superiore;65-79;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;2;2;3;3;4;5;4;4;7
Triulzo Superiore;65-79;Maschi;3;Coppia sposata senza figli;Italia;1;1;1;1;1;3;2;3;3
Triulzo Superiore;65-79;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;0;0;1;2;1
Triulzo Superiore;65-79;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;1;0;0;0;0;0;0;0;1
Triulzo Superiore;65-79;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;1;1;0;0;0
Triulzo Superiore;80 e +;Femmine;1;Single;Italia;17;20;18;15;15;14;14;10;10
Triulzo Superiore;80 e +;Femmine;2;Altre tipologie;Italia;1;1;0;0;0;2;2;2;1
Triulzo Superiore;80 e +;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;0;0;1;1;1;1;1;1;1
Triulzo Superiore;80 e +;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;0;1;1;1;0
Triulzo Superiore;80 e +;Maschi;1;Single;Italia;4;3;4;4;2;1;3;6;8
Triulzo Superiore;80 e +;Maschi;2;Coppia convivente senza figli;Italia;0;1;1;1;1;1;1;1;1
Triulzo Superiore;80 e +;Maschi;2;Coppia sposata senza figli;Italia;3;4;4;5;5;4;5;3;3
Triulzo Superiore;80 e +;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;1;1;1;1;0;0;0;0;0
Triulzo Superiore;80 e +;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;1;1;0;0;0;0;0;0;0
Umbria - Molise;18-34;Femmine;1;Single;Altri paesi;92;89;96;108;114;113;106;90;76
Umbria - Molise;18-34;Femmine;1;Single;Cina;2;1;3;4;6;6;7;8;12
Umbria - Molise;18-34;Femmine;1;Single;Ecuador;8;7;6;6;6;4;3;2;2
Umbria - Molise;18-34;Femmine;1;Single;Egitto;0;0;0;0;1;0;1;1;1
Umbria - Molise;18-34;Femmine;1;Single;Filippine;10;12;9;9;17;14;14;15;12
Umbria - Molise;18-34;Femmine;1;Single;Italia;224;223;252;268;265;262;268;292;283
Umbria - Molise;18-34;Femmine;1;Single;Perù;8;9;11;19;15;12;8;8;9
Umbria - Molise;18-34;Femmine;1;Single;Sri Lanka;2;2;1;2;1;1;1;1;1
Umbria - Molise;18-34;Femmine;2;Altre tipologie;Altri paesi;2;4;3;1;1;2;1;3;4
Umbria - Molise;18-34;Femmine;2;Altre tipologie;Cina;0;0;0;0;0;0;1;0;0
Umbria - Molise;18-34;Femmine;2;Altre tipologie;Italia;16;14;15;16;23;17;18;18;19
Umbria - Molise;18-34;Femmine;2;Altre tipologie;Perù;0;0;0;0;0;0;1;0;0
Umbria - Molise;18-34;Femmine;2;Coppia convivente senza figli;Altri paesi;1;1;1;2;2;2;8;9;9
Umbria - Molise;18-34;Femmine;2;Coppia convivente senza figli;Ecuador;0;0;0;0;0;0;0;0;1
Umbria - Molise;18-34;Femmine;2;Coppia convivente senza figli;Filippine;1;0;0;1;2;2;2;2;1
Umbria - Molise;18-34;Femmine;2;Coppia convivente senza figli;Italia;6;10;7;2;4;7;8;17;19
Umbria - Molise;18-34;Femmine;2;Coppia convivente senza figli;Sri Lanka;0;0;0;0;0;0;0;0;1
Umbria - Molise;18-34;Femmine;2;Coppia sposata senza figli;Altri paesi;5;8;5;5;4;9;4;3;1
Umbria - Molise;18-34;Femmine;2;Coppia sposata senza figli;Ecuador;1;2;2;1;1;1;0;0;0
Umbria - Molise;18-34;Femmine;2;Coppia sposata senza figli;Filippine;1;1;0;1;1;0;1;1;1
Umbria - Molise;18-34;Femmine;2;Coppia sposata senza figli;Italia;23;17;18;23;23;23;27;21;30
Umbria - Molise;18-34;Femmine;2;Coppia sposata senza figli;Perù;0;0;0;0;1;1;1;1;1
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;22;25;21;21;24;22;24;28;29
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Cina;0;0;0;0;3;2;4;3;2
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Ecuador;6;5;7;5;7;5;6;6;4
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Egitto;0;1;0;1;1;2;0;0;0
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;9;6;7;4;4;6;2;1;1
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;33;30;37;42;48;49;45;43;37
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;5;3;4;6;8;5;5;4;7
Umbria - Molise;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;1;1;1;1;0;0;0;0;0
Umbria - Molise;18-34;Femmine;2;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;0;1;1;1;1;1
Umbria - Molise;18-34;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;1;0;1;1;2;2
Umbria - Molise;18-34;Femmine;3;Altre tipologie;Altri paesi;0;0;0;0;0;1;0;0;0
Umbria - Molise;18-34;Femmine;3;Altre tipologie;Italia;3;2;2;2;3;4;5;6;4
Umbria - Molise;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;1;2;7;5;8;10;7
Umbria - Molise;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Cina;0;0;1;1;1;3;3;4;4
Umbria - Molise;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;1;0;0;0;0;0;0
Umbria - Molise;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Filippine;1;2;2;3;5;4;2;2;1
Umbria - Molise;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Italia;7;6;6;5;11;8;9;9;11
Umbria - Molise;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Perù;1;0;0;0;0;0;0;0;1
Umbria - Molise;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;1;0;0;0;1;1;1
Umbria - Molise;18-34;Femmine;3;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;0;1;1
Umbria - Molise;18-34;Femmine;3;Coppia convivente senza figli;Filippine;0;0;0;0;0;0;1;1;1
Umbria - Molise;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;2;3;4;6;2;4;5;7;6
Umbria - Molise;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Cina;1;1;0;0;0;2;1;1;1
Umbria - Molise;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Ecuador;1;1;1;1;1;1;1;1;0
Umbria - Molise;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;1;1;1
Umbria - Molise;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Filippine;2;2;2;3;2;2;3;3;0
Umbria - Molise;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Italia;21;17;16;15;23;18;17;18;18
Umbria - Molise;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;0;0;0;1;1;0;0;0;0
Umbria - Molise;18-34;Femmine;3;Coppia sposata senza figli;Altri paesi;0;0;0;0;1;0;0;0;0
Umbria - Molise;18-34;Femmine;3;Coppia sposata senza figli;Filippine;1;1;0;0;0;0;0;0;0
Umbria - Molise;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Altri paesi;4;3;3;3;2;4;9;4;4
